atac1m9,atac2m9,atac3m9,atac4m9,atac5m9,atac6m9,atac7m9,atac8m9,atac9m9,atac10m9,atac1v9,atac2v9,atac3v9,atac4v9,atac5v9,atac6v9,atac7v9,atac8v9,atac9v9,atac10v9
2,3,2,3,2,3,3,3,3,3,1,3,2,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,2,1,1,3,1,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,1,3,3,1,2,3,3,3,3,3
1,2,1,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,2,3,2,3,2,3,3,3,3
3,2,2,2,2,3,3,3,3,3,1,3,3,1,1,3,3,3,3,3
3,1,2,2,2,2,3,3,3,3,1,1,1,1,1,2,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,3,3,3,3,3,3,3,3,1,2,1,1,3,2,3,3,3,3
3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3
2,3,2,1,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3
3,3,3,3,2,1,1,3,3,2,1,2,1,3,1,2,3,2,3,3
3,2,1,2,2,1,3,2,2,3,1,2,2,2,2,2,3,3,3,3
3,3,2,2,2,2,3,3,1,3,3,2,1,1,1,2,3,3,3,3
2,2,3,1,1,3,3,3,3,3,1,2,2,2,1,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,2,2,3,3,3,2,3,1,1,3,2,2,3,3,3,3,3
3,3,3,3,2,2,3,3,3,3,1,3,1,1,1,1,3,3,3,3
3,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,2,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3
2,2,2,2,2,3,3,3,3,3,2,3,1,1,3,3,3,3,3,3
3,3,3,2,3,3,3,1,2,3,3,3,3,2,3,3,2,3,2,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,2,3,3,3,3,3,3,3,2,3,2,1,1,3,3,3,3,3
3,3,2,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,1,2,2,3,2,3,2,2,3,2,3,2,2,3,2,2,3,3,3
1,3,3,3,2,3,3,1,2,3,1,3,2,2,3,3,3,3,3,3
3,3,3,3,2,2,3,3,3,3,3,3,1,2,1,3,3,3,3,3
1,1,3,1,1,2,1,1,3,3,2,2,2,1,3,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
3,3,2,2,2,3,3,3,3,3,1,3,1,2,2,2,3,3,3,3
3,3,3,2,2,3,3,3,3,3,1,3,1,1,1,1,3,3,3,3
3,3,3,3,2,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
1,2,2,2,2,3,3,3,3,3,3,3,2,1,3,2,3,3,3,3
2,2,2,2,3,3,3,3,3,2,1,3,2,2,3,2,3,3,3,3
2,3,3,2,2,3,3,3,3,3,3,3,1,1,3,2,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
2,2,3,2,2,3,3,2,2,3,2,3,1,1,2,2,1,3,3,3
2,2,2,3,3,1,1,1,3,3,1,2,2,2,2,2,2,3,3,3
3,3,3,2,2,3,3,3,3,3,1,3,3,2,2,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,1,3,2,2,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3
3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,3,1,1,3,1,3,3,3,2,3,2,2,2,3,3,3,3,3
3,3,2,2,1,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,2,1,1,2,2,3,3,3,3
3,1,2,1,1,3,3,3,2,2,1,1,1,2,1,1,3,2,2,2
3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3
2,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3
2,1,1,1,1,3,3,2,2,3,2,2,1,3,3,1,3,3,2,3
3,3,2,2,2,3,3,3,3,2,3,3,2,2,2,3,3,3,3,3
1,3,2,2,2,3,3,1,1,3,1,1,2,2,1,3,3,3,3,3
2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,1,3,1,1,3,1,3,2,2,3,3,2,2,1,3,1,3,2,2
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,1,2,2,1,3,1,3,3,3,3
3,3,2,2,2,3,3,3,3,3,3,3,1,3,2,1,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
1,1,3,2,2,2,1,3,3,3,3,3,3,2,3,2,3,3,3,2
2,3,3,3,2,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3
3,1,3,1,1,2,1,1,2,3,3,3,3,3,2,3,3,3,3,3
1,2,2,1,1,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3
3,3,2,2,2,3,3,3,2,3,1,3,2,2,3,3,3,2,2,3
3,3,3,2,2,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3
3,3,3,3,2,3,3,3,2,3,1,2,1,1,3,2,3,3,3,3
3,3,2,2,1,3,3,3,3,3,1,3,1,3,2,2,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,2,1,3,2,3,3,3,3
3,3,2,2,2,2,3,3,3,3,3,2,1,1,3,1,3,3,3,3
3,3,2,2,3,3,3,3,3,3,3,2,1,1,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,3,3,3,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3
3,3,2,2,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3
3,3,2,1,1,3,3,3,3,3,1,1,1,1,3,1,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
1,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3
3,3,3,2,3,3,3,3,3,3,1,3,1,1,3,3,3,3,3,3
3,3,3,3,3,3,3,1,2,3,1,3,3,3,3,3,3,3,3,3
3,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,1,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,2,2,2,3,2,3,3,2,3,3,3,3,3,2,2,1,3,2,3
3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,1,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,2,1,1,3,2,2,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
2,3,2,3,2,3,3,3,2,3,1,2,1,2,2,1,3,3,2,3
2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,2,2,3,2,3,3,3,3,3,3,2,2,2,2,3,3,3,3
3,3,2,3,2,3,3,3,3,3,1,3,2,1,3,2,2,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,1,3,3,2,2,3,3,3,3,3
2,3,3,3,3,1,1,2,3,3,3,3,2,1,3,2,1,3,3,3
1,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
3,3,2,2,3,2,2,3,3,3,1,1,1,1,2,2,1,2,3,3
2,3,3,3,2,3,3,1,2,3,1,3,3,1,1,3,3,1,3,3
1,2,2,3,2,3,3,3,3,3,1,1,1,1,2,1,3,3,3,3
3,1,2,1,1,2,2,3,3,3,3,3,1,1,3,3,3,3,2,3
3,2,3,2,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2
3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,3,2,1,3,2,2,2,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
2,3,2,3,3,3,3,3,3,3,2,3,2,2,1,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3
3,3,2,2,3,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,2,1,1,3,3,3,3,3,3
3,2,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
2,3,3,3,3,3,3,3,3,3,1,2,2,1,2,3,3,3,3,3
3,3,2,3,2,2,3,3,3,3,1,2,3,3,3,2,3,3,2,3
3,3,3,2,1,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3
3,2,2,2,2,3,3,2,3,3,2,3,2,1,3,3,3,3,3,3
3,2,3,1,1,2,3,3,3,3,1,3,1,2,3,3,3,2,3,3
3,2,2,3,3,3,3,3,3,3,3,3,1,1,2,1,3,3,3,3
3,3,3,1,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,2,3,3,2,2,3,3,3,3,1,3,2,3,2,1,2,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,1,2,3,1,1,2,3,3
3,3,3,3,2,3,3,3,3,3,1,2,1,1,3,3,3,3,3,3
3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3
2,1,3,2,3,2,1,3,3,3,2,3,3,2,3,3,3,3,3,3
3,3,3,2,2,3,3,2,3,3,3,3,2,2,2,3,3,3,3,3
3,2,2,3,1,1,3,2,2,3,2,3,2,2,3,2,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,3,3
1,3,2,3,1,3,3,2,3,3,1,1,1,1,1,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3
3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3
3,2,2,2,3,3,3,3,2,3,3,1,1,1,2,2,3,3,2,3
2,3,3,3,2,3,3,3,3,3,1,3,3,2,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,3,3,3,3,3
3,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3
3,2,3,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3
2,3,2,2,3,3,3,3,3,3,1,3,1,2,2,3,3,3,3,3
2,2,2,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3
3,3,3,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,2,3,3,3,2,3,3,3,3,1,3,2,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
3,2,3,1,1,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3
1,2,3,2,1,3,3,3,3,2,3,1,2,1,2,3,3,2,3,1
3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,2,2,1,2,3,3,3,3,3,2,1,1,3,2,3,3,3,3
3,3,2,2,2,3,3,3,3,3,1,3,2,2,1,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
1,2,3,1,1,3,3,3,3,3,3,3,3,1,2,3,3,2,3,3
3,3,3,3,3,3,3,3,2,3,1,2,2,1,3,3,3,3,2,3
3,3,2,2,3,3,3,3,3,3,3,2,1,1,1,2,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,2,1,3,3,3,3,3,3
3,3,2,2,2,3,3,2,3,3,1,1,1,3,3,2,3,3,3,3
2,3,3,2,2,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
1,2,3,2,2,3,3,3,3,3,1,3,1,1,1,2,3,2,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,2,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,2,3,3,2,3,3,3,3
3,3,2,2,2,3,3,3,3,3,1,3,1,1,2,1,2,3,3,3
3,3,2,2,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
3,2,3,2,1,2,3,3,3,2,1,2,3,2,3,2,3,3,3,3
2,3,3,2,2,3,3,3,3,3,2,2,1,1,1,1,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3
3,3,3,2,3,3,3,2,3,3,3,3,1,1,2,1,2,3,3,3
3,3,2,3,3,3,3,3,3,3,1,2,1,1,3,2,3,3,3,3
3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,2,1,1,1,2,3,3,3,3
3,3,2,3,3,3,3,1,2,3,3,3,2,2,2,3,3,3,3,3
2,2,2,2,3,3,3,3,3,3,1,2,1,3,3,1,2,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,2,1,3,3,3,3,3,3
3,1,3,1,1,2,1,1,2,3,3,3,3,3,2,3,3,3,3,3
3,2,2,2,3,3,3,3,3,3,3,3,1,1,3,2,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,2,1,3,2,3,3,3,3
3,3,3,2,2,3,3,3,3,3,1,2,1,1,3,1,3,3,3,3
1,1,2,2,2,2,3,3,3,3,2,2,1,1,1,3,3,3,3,3
3,2,2,1,1,1,1,3,3,3,3,2,1,3,3,1,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3
1,2,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,2,3,3,3,3
2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,2,3,1,3,3,3,3,3,3,1,3,2,1,3,3,3,3,3,3
3,3,3,2,3,3,3,1,1,3,1,3,3,3,2,3,3,3,3,3
3,2,3,2,3,2,3,3,3,3,1,2,2,3,3,3,3,3,3,3
3,3,2,2,3,2,3,3,3,2,2,3,2,2,1,2,2,3,3,3
3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,1,1,3,2,3,3,3,3
3,3,3,2,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3
3,3,3,3,3,3,3,1,2,3,3,3,3,3,2,3,3,3,3,3
2,2,3,2,3,3,3,3,3,3,1,3,1,1,2,2,3,3,3,3
2,3,3,1,2,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3
2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3
3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,3,3
1,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,1,1,3,1,3,3,3,3
3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3
3,2,3,1,1,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3
2,3,3,1,1,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,2,2,1,1,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,3,3
2,3,3,3,3,3,3,3,3,3,1,3,1,1,3,1,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,2,2,2,3,3,3,3,3,3,2,1,1,3,1,1,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
1,3,2,1,1,2,1,1,2,3,3,3,1,1,2,3,3,3,3,3
2,3,3,2,2,2,3,2,3,3,3,3,3,2,2,3,3,3,3,3
3,2,3,2,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,3
3,2,2,1,2,2,3,3,1,3,1,2,1,1,1,1,3,3,2,3
1,1,2,2,3,2,3,2,2,3,1,1,1,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
2,3,2,3,3,2,3,2,3,3,1,3,3,2,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,1,1,2,1,1,2,3,3
3,3,3,3,3,3,3,3,3,3,1,3,1,1,2,2,3,3,3,3
1,3,2,2,2,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3
2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
2,3,3,2,2,3,3,3,3,3,1,3,3,2,3,2,3,3,3,3
3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3
3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,1,2,3,3
2,3,3,2,3,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3
3,3,3,3,3,3,3,2,2,3,1,1,1,1,1,2,2,3,2,3
3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,2,3,3,3,3,2,3,3,1,3,2,2,3,2,2,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,2,2,2,3,3,3,3,3
1,3,3,1,1,3,3,1,3,3,1,2,3,1,2,3,3,3,3,3
3,3,3,3,3,3,3,1,2,3,1,2,1,3,3,2,1,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,3,3,1,1,3,1,3,3,3,3
1,2,2,2,2,3,3,3,3,3,2,3,1,1,3,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3
2,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,2,1,3,2,3,3,3,3
3,2,2,2,3,2,2,3,3,3,3,3,3,3,3,2,1,2,3,3
2,3,3,2,1,3,3,3,3,3,1,3,1,1,3,1,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
3,3,3,3,2,3,3,3,3,3,1,2,2,2,3,3,3,3,3,3
1,2,3,2,2,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,3,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
1,2,3,3,3,3,3,2,3,3,1,3,1,3,1,1,1,3,3,3
2,3,3,2,3,3,3,3,3,3,2,1,2,2,2,3,3,3,3,3
3,3,2,3,2,3,3,3,3,3,3,3,1,1,2,3,3,3,3,3
3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
1,1,2,1,1,2,3,3,2,3,1,1,1,1,1,2,3,2,3,3
3,3,3,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
2,1,3,2,1,2,1,1,3,3,3,3,1,2,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3
3,3,3,3,3,3,3,1,2,3,1,3,1,2,3,2,2,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,1,2,3,1,1,1,2,3,2,3,3,3,3
2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3
2,3,3,1,1,3,3,2,2,3,1,2,2,1,1,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,1,3,3,2,2,3,3,3,3,3
3,3,2,2,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,3,3,3,3,2,2,3,1,3,3,3,3,3,3,3,3,3
3,3,3,3,1,2,3,3,3,3,1,3,2,1,3,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,1,2,1,1,1,1,2,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,2,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
3,3,2,2,1,3,3,3,3,3,1,3,1,1,2,3,3,3,2,3
3,3,2,3,3,3,3,3,3,3,2,3,1,1,3,2,3,3,3,3
3,3,2,1,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3
3,3,2,2,2,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3
3,2,3,3,3,3,3,3,3,3,1,3,2,3,2,3,3,1,1,3
3,3,3,2,1,3,3,3,3,3,3,1,3,3,1,2,3,3,3,3
3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,2,1,1,2,3,3,2,3,1,1,1,1,3,1,3,3,3,3
3,3,2,3,2,3,3,3,3,3,1,3,2,1,3,3,3,3,3,3
3,1,1,2,2,3,2,2,2,3,3,3,2,1,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,2,3,2,2,3,3,3,3,3,1,1,1,2,2,1,1,3,3,3
3,3,2,2,1,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3
3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
3,2,3,2,2,3,3,2,3,3,1,3,2,3,2,3,3,3,3,3
3,3,3,2,1,3,3,1,2,3,3,3,1,3,3,3,3,3,3,2
3,3,3,3,2,3,3,3,3,3,1,3,3,2,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
3,3,2,3,3,3,3,1,2,3,2,3,3,3,3,3,3,3,3,3
1,2,2,1,3,3,3,3,3,3,1,2,2,2,2,3,3,3,3,2
3,3,3,2,2,3,3,3,3,3,1,2,1,1,3,2,3,3,3,3
3,3,3,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,3,3
3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,2,3,2,1,3,2,3,2,3,3,2,3,3,1,3,3,3,3
3,3,3,2,2,3,3,3,3,3,1,2,3,2,3,3,3,3,3,3
1,1,3,2,1,1,1,3,3,3,1,3,3,3,2,3,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,1,3,3,2,2,3,3,3,3,3
2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2
1,1,3,1,1,2,1,1,2,3,1,3,3,3,3,3,3,2,3,3
2,3,3,3,3,3,3,3,3,3,1,3,2,1,3,3,3,3,3,3
3,3,2,3,3,2,3,3,3,3,1,3,2,1,3,2,3,3,3,3
3,3,3,2,3,3,3,3,3,3,2,3,1,1,3,2,3,3,3,3
3,3,3,2,3,3,3,3,3,3,3,2,2,1,1,3,3,3,3,3
3,3,3,2,2,3,3,2,2,3,3,2,1,1,1,2,1,3,3,3
1,3,3,2,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3
3,2,1,2,2,3,3,1,2,2,1,1,1,2,3,2,1,3,3,3
